"","ID","GENDER_CODE","CITY","STATE_CODE","ZIPCODE","HAVE_PHONE","EMAIL_ADDRESS","DEGREE1_GRAD_DATE","DEGREE1_CAMPUS","DEGREE1_DEGREE","DEGREE1_SCHOOL","DEGREE1_MAJOR","DEGREE2_GRAD_DATE","DEGREE2_CAMPUS","DEGREE2_DEGREE","DEGREE2_SCHOOL","DEGREE2_MAJOR","NON.UT_DEGREES","SpouseGradUT","SPOUSE_NON_UT_DEGREES","RELATIONS_UT","FRATERNITY.SORORITY","STUDENT.LIFE","X1ST_GIFT_UT","WE","LOGAMOUNT"
"5733",1,"M","Knoxville","TN","37920","Yes","Present",2011,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2012,"WE5 - $100,000 < $250,000",2
"7753",3,"M","Memphis","TN","38117","Yes","Present",2006,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",2015,"WE7 - $25,000 < $50,000",2.92085349612126
"8431",4,"M","Raleigh","NC","27603","No","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Real Estate & Urban Development",NA," "," "," "," ","No","","No","Missing","","N",2000,"WE6 - $50,000 < $100,000",0.698970004336019
"35194",5,"M","Atlanta","GA","30328","No","Present",2004,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","","N",2004,"WEA - $5,000 < $10,000",2.43142809931678
"12489",6,"M","Dayton","OH","45459","Yes","Present",2005,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",2009,"WE7 - $25,000 < $50,000",1.97772360528885
"42926",7,"F","Davidson","NC","28036","Yes","Present",1979,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","","Y",1986,"WE7 - $25,000 < $50,000",2.45484486000851
"38826",8,"M","Knoxville","TN","37934","Yes","Present",1974,"UTK","Master of Science","Engr - UTK","Industrial Engineering",1982,"UTK","Doctor of Philosophy","Bus Adm - UTK","Management Science","No","Yes","No","Present","","Y",1987,"WE4 - $250,000 < $500,000",2.7481880270062
"37529",10,"M","Celina","TN","38551","Yes","Present",1964,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Present","","N",1981,"WE6 - $50,000 < $100,000",4.09289601092186
"13155",11,"M","Soddy Daisy","TN","37379","Yes","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",2008,"WE6 - $50,000 < $100,000",0.778151250383644
"39666",12,"M","Dalton","GA","30722","Yes","Present",2002,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2002,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation","No","Yes","No","Present","","Y",2006,"WE8 - $15,000 < $25,000",1.8750612633917
"27006",14,"M","Saint Petersburg","FL","33702","Yes","Missing",1962,"UTK"," ","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Missing","","N",1984,"WE6 - $50,000 < $100,000",1.69897000433602
"669",15,"F","Knoxville","TN","37920","No","Present",1992,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","Yes","Yes","Missing","","N",1993,"WE5 - $100,000 < $250,000",4.65559938778079
"34542",16,"F","Knoxville","TN","37923","No","Missing",1975,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",1987,"WE8 - $15,000 < $25,000",1.65321251377534
"10759",19,"M","Seattle","WA","98134","No","Present",2003,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",2010,"WEZ - Unable to Rate",2.17609125905568
"39339",20,"M","Spruce Pine","NC","28777","Yes","Present",1985,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","Yes","","No","Present","","Y",1985,"WEZ - Unable to Rate",3.09691001300806
"4182",23,"M","Knoxville","TN","37919","Yes","Present",2003,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","N",2006,"WE7 - $25,000 < $50,000",3.31701810104811
"7723",24,"M","Dallas","TX","75205","Yes","Present",1981,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","UTK - Phi Gamma Delta","Y",1988,"WE5 - $100,000 < $250,000",3.63346845557959
"19512",25,"M","Watkinsville","GA","30677","No","Present",1989,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",1989,"WEC - $1 < $2,500",2.54406804435028
"24087",26,"M","Plano","TX","75074","Yes","Missing",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",1979,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Missing","","Y",1982,"WE6 - $50,000 < $100,000",2.49136169383427
"7399",27,"M","Gold Hill","OR","97525","No","Present",2001,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2003,"WE5 - $100,000 < $250,000",3.14612803567824
"12929",28,"M","Brentwood","TN","37027","Yes","Present",2004,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",2008,"WE8 - $15,000 < $25,000",1.69897000433602
"42548",29,"M","Knoxville","TN","37919","Yes","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1984,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Present","","Y",1977,"WE7 - $25,000 < $50,000",2.5854607295085
"17424",32,"M","Nashville","TN","37205","Yes","Present",1987,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",2011,"WE4 - $250,000 < $500,000",2.77815125038364
"797",34,"M","Knoxville","TN","37922","Yes","Present",1967,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Missing","UTK - Sigma Chi","Y",1990,"WE4 - $250,000 < $500,000",4.2380461031288
"42477",37,"M","Franklin","TN","37067","Yes","Present",2005,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Present","","N",2011,"WEC - $1 < $2,500",2.74036268949424
"2731",38,"F","Fort Lauderdale","FL","33323","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","Y",2007,"WE6 - $50,000 < $100,000",2.30102999566398
"1386",40,"M","Springfield","VA","22152","Yes","Present",1992,"UTK","Doctor of Philosophy","Bus Adm - UTK","Economics",NA," "," "," "," ","No","Yes","No","Missing","","Y",1989,"WE4 - $250,000 < $500,000",2.06069784035361
"29410",42,"M","Memphis","TN","38114","Yes","Missing",1994,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Missing","","Y",2001,"WE9 - $10,000 < $15,000",2.39794000867204
"26722",44,"M","Heiskell","TN","37754","Yes","Missing",1983,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",1985,"UTK","Bachelor of Science","Agric - UTK","Ornamental Horticulture & Landscape Design","No","","No","Missing","","N",2015,"WE6 - $50,000 < $100,000",2
"37493",47,"M","Knoxville","TN","37922","Yes","Present",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Present","","N",1993,"WE5 - $100,000 < $250,000",3.88081359228079
"21467",48,"M","Maryville","TN","37803","Yes","Present",1991,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Missing","","N",1996,"WE4 - $250,000 < $500,000",1.39794000867204
"9649",51,"F","Georgetown","TN","37336","Yes","Present",1992,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Missing","","Y",1994,"WE6 - $50,000 < $100,000",2.67669360962487
"33257",52,"F","Pompano Beach","FL","33062","No","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Missing","","N",1996,"WE9 - $10,000 < $15,000",1.30102999566398
"7479",53,"M","Knoxville","TN","37922","No","Present",1991,"UTK","Doctor of Philosophy","Bus Adm - UTK","Economics",NA," "," "," "," ","No","","No","Missing","","Y",2007,"WE6 - $50,000 < $100,000",3.29666519026153
"4763",54,"M","Taylors","SC","29687","Yes","Present",1981,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Missing","","N",1985,"WE7 - $25,000 < $50,000",2.6232492903979
"35349",55,"M","Nashville","TN","37201","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1989,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","Yes","No","Present","UTK - Sigma Alpha Epsilon","Y",2006,"WE7 - $25,000 < $50,000",4.1167186276581
"42408",56,"M","Nashville","TN","37215","Yes","Present",1965,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1972,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","","No","Present","","N",1990,"WE7 - $25,000 < $50,000",2.31175386105575
"3093",57,"M","Knoxville","TN","37919","Yes","Present",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","Yes","No","Missing","","N",2008,"WE7 - $25,000 < $50,000",2.44247976906445
"34437",58,"M","Ellicott City","MD","21043","No","Missing",1963,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1969,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","","No","Missing","","N",1989,"WE5 - $100,000 < $250,000",3.66275783168157
"42516",60,"M","Chattanooga","TN","37402","Yes","Missing",1958,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","","N",1978,"WEZ - Unable to Rate",2.09691001300806
"21877",61,"M","Duluth","GA","30097","No","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1988,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","","No","Missing","","N",1989,"WEC - $1 < $2,500",0.698970004336019
"13982",62,"M","Waxhaw","NC","28173","Yes","Present",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Missing","","Y",2006,"WE5 - $100,000 < $250,000",3.91645394854993
"42106",64,"F","Knoxville","TN","37909","No","Present",1998,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",2014,"UTK","Master of Science","Comm & Info - UTK","Information Sciences","No","Yes","No","Present","UTK - Alpha Chi Omega","Y",2000,"WE7 - $25,000 < $50,000",3.18195214799581
"16137",65,"F","Franklin","TN","37069","No","Present",2012,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",2013,"WE4 - $250,000 < $500,000",2
"18593",68,"M","Minneapolis","MN","55419","Yes","Present",2004,"UTK","Bachelor of Science","Bus Adm - UTK","Public Administration",2005,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Missing","","N",2004,"WE7 - $25,000 < $50,000",1.30189771719521
"37808",70,"M","Braselton","GA","30517","Yes","Present",1987,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","UTK - Sigma Phi Episilon","Y",1988,"WE4 - $250,000 < $500,000",3.19728055812562
"37037",71,"M","Boone","NC","28607","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",1980,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","Yes","No","Present","","N",1986,"WE4 - $250,000 < $500,000",3.35218251811136
"39323",72,"M","Strawberry Plains","TN","37871","Yes","Present",1991,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","","N",1987,"WE4 - $250,000 < $500,000",3.97556965789366
"9243",73,"M","Callahan","FL","32011","Yes","Present",1983,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","","Y",1988,"WE5 - $100,000 < $250,000",2.83569057149243
"39648",74,"M","Germantown","TN","38138","Yes","Present",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","UTK - Phi Sigma Kappa","Y",2008,"WE5 - $100,000 < $250,000",3.32014628611105
"35251",75,"F","Athens","GA","30605","Yes","Present",2013,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics",NA," "," "," "," ","No","","No","Present","","Y",2013,"WEZ - Unable to Rate",1.30384377488865
"34412",76,"M","Omaha","NE","68116","No","Missing",2004,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2006,"WE7 - $25,000 < $50,000",2.47712125471966
"22197",77,"M","Knoxville","TN","37909","Yes","Present",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1994,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","Y",2007,"WE7 - $25,000 < $50,000",2.42324587393681
"1795",78,"F","Brentwood","TN","37027","Yes","Present",1979,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Missing","UTK - Delta Gamma","Y",2008,"WE5 - $100,000 < $250,000",3.95904139232109
"33387",80,"M","Athens","TN","37371","No","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",2008,"WE4 - $250,000 < $500,000",3.39794000867204
"42972",81,"F","Nashville","TN","37205","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","UTK - Alpha Gamma Delta","Y",1998,"WE4 - $250,000 < $500,000",2
"42556",82,"M","Cary","NC","27519","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Present","","Y",1990,"WE6 - $50,000 < $100,000",1.54406804435028
"21993",83,"M","Wheat Ridge","CO","80033","Yes","Present",1979,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",1985,"UTK","Bachelor of Science","Engr - UTK","Civil Engineering","No","","No","Missing","","N",1980,"WE6 - $50,000 < $100,000",1.77815125038364
"5173",86,"F","Lookout Mountain","GA","30750","No","Present",1990,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","UTK - Delta Delta Delta","Y",2008,"WE7 - $25,000 < $50,000",2.77815125038364
"6731",88,"M","Atlanta","GA","30319","Yes","Present",2011,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics",NA," "," "," "," ","No","","No","Missing","","N",2014,"WEC - $1 < $2,500",2
"43716",89,"M","Knoxville","TN","37919","Yes","Present",1976,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","","N",2006,"WE5 - $100,000 < $250,000",1.29578694025161
"2080",90,"M","Christiansted","VI","00821","Yes","Missing",1962,"UTK"," ","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Missing","","N",1977,"WEC - $1 < $2,500",2.81624129999178
"3593",94,"M","Brentwood","TN","37027","Yes","Present",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Missing","","Y",1996,"WE6 - $50,000 < $100,000",2
"3645",95,"F","Knoxville","TN","37931","Yes","Missing",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","N",1993,"WE7 - $25,000 < $50,000",2.37106786227174
"38454",96,"M","Memphis","TN","38117","Yes","Present",1971,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","UTK - Sigma Alpha Epsilon","Y",1989,"WE4 - $250,000 < $500,000",3.91671707759881
"41610",98,"M","Powell","TN","37849","Yes","Present",1978,"UTK","Doctor of Philosophy","Intcoll - UTK","Ecology",1992,"UTK","Master of Science","Bus Adm - UTK","Statistics","No","Yes","No","Present","","N",1989,"WE6 - $50,000 < $100,000",2.42324587393681
"31542",99,"M","Knoxville","TN","37919","Yes","Missing",2002,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","Y",2008,"WE7 - $25,000 < $50,000",2.50514997831991
"17357",100,"M","Atlanta","GA","30327","Yes","Present",2008,"UTK","Bachelor of Science","Bus Adm - UTK","Economics",2014,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2014,"WEZ - Unable to Rate",2
"17522",101,"F","Knoxville","TN","37931","Yes","Present",2012,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",2012,"WE7 - $25,000 < $50,000",1.74036268949424
"17079",102,"M","Cookeville","TN","38506","Yes","Present",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","Y",1989,"WE7 - $25,000 < $50,000",1.39794000867204
"2510",104,"M","Maryville","TN","37803","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Real Estate & Urban Development",NA," "," "," "," ","No","Yes","No","Missing","","N",1986,"WE5 - $100,000 < $250,000",2.41161970596323
"36746",105,"M","Delray Beach","FL","33446","Yes","Present",1987,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Management","No","Yes","No","Present","","Y",1989,"WE5 - $100,000 < $250,000",2.32221929473392
"40120",109,"F","Knoxville","TN","37920","Yes","Present",1979,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","UTK - Alpha Omicron Pi","Y",2006,"WE4 - $250,000 < $500,000",4.50514997831991
"19163",112,"M","Knoxville","TN","37922","Yes","Present",2004,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",2012,"WEZ - Unable to Rate",4.31659930209386
"43965",113,"F","Amherst","NH","Unknown","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Present","","Y",1988,"WE8 - $15,000 < $25,000",1.81291335664286
"27498",114,"F","Seymour","TN","37865","Yes","Missing",1990,"UTK","Bachelor of Science","Bus Adm - UTK","Public Administration",1999,"UTK","Master of Science","Educ - UTK","Educational Psychology","No","","No","Missing","","N",1991,"WEZ - Unable to Rate",1.30102999566398
"30762",115,"F","Chattanooga","TN","37421","Yes","Missing",1974,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","UTK - Alpha Gamma Delta","Y",1978,"WE6 - $50,000 < $100,000",4.12352498094273
"5719",117,"M","Antioch","TN","37013","Yes","Present",2006,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2007,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2010,"WEZ - Unable to Rate",1.39794000867204
"1378",118,"F","Knoxville","TN","37909","Yes","Missing",2006,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Missing","","N",2005,"WE4 - $250,000 < $500,000",1.54406804435028
"11547",119,"M","Cincinnati","OH","45227","No","Present",1992,"UTK","Bachelor of Arts","Liberal Arts - UTK","Psychology",1997,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Missing","","N",2008,"WE6 - $50,000 < $100,000",2.51188336097887
"15782",120,"M","Hilton Head Island","SC","29926","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",2010,"WE5 - $100,000 < $250,000",2.8750612633917
"14682",121,"F","Buford","GA","30519","No","Present",2004,"UTK","Bachelor of Science","Bus Adm - UTK","Economics",NA," "," "," "," ","No","","No","Missing","","N",2009,"WE6 - $50,000 < $100,000",2.05307844348342
"16969",122,"M","Hendersonville","TN","37075","Yes","Present",2008,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",2015,"WE7 - $25,000 < $50,000",2.30102999566398
"159",123,"M","Weatherford","TX","76087","Yes","Missing",1955,"UTK","Bachelor of Science","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","Yes","No","Missing","UTK - Lambda Chi Alpha","Y",1986,"WE6 - $50,000 < $100,000",1
"36391",126,"F","Blaine","TN","37709","Yes","Missing",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Present","","N",1992,"WEZ - Unable to Rate",1
"3526",127,"M","Franklin","TN","37069","Yes","Present",1995,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Missing","UTK - Phi Gamma Delta","Y",1995,"WE7 - $25,000 < $50,000",2.54157924394658
"19397",128,"M","Knoxville","TN","37920","Yes","Present",2015,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","Y",2014,"WEZ - Unable to Rate",1.32221929473392
"37198",129,"M","Maryville","TN","37803","Yes","Present",1999,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Present","","Y",2000,"WE5 - $100,000 < $250,000",2.92941892571429
"40088",130,"F","Christiana","TN","37037","Yes","Present",1997,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Present","","Y",2000,"WEA - $5,000 < $10,000",2.09691001300806
"14760",133,"F","Carbondale","IL","62901","Yes","Present",2008,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2009,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2010,"WEZ - Unable to Rate",2.95424250943932
"41732",134,"M","Chattanooga","TN","37406","Yes","Present",1971,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Present","UTK - Sigma Phi Episilon","Y",1986,"WEZ - Unable to Rate",2.92634244662566
"4780",135,"M","Rock Hill","SC","29730","Yes","Missing",1965,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Missing","","Y",1984,"WE6 - $50,000 < $100,000",2.98000337158375
"39857",136,"F","Dunedin","FL","34698","No","Present",1957,"UTK"," ","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Present","","N",1977,"WE8 - $15,000 < $25,000",2.46982201597816
"29129",137,"M","Knoxville","TN","37923","Yes","Missing",1980,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","","N",1983,"WE7 - $25,000 < $50,000",2.69460519893357
"25359",138,"M","Marietta","GA","30066","Yes","Missing",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","UTK - Phi Delta Theta","Y",1986,"WE5 - $100,000 < $250,000",2.72427586960079
"43628",140,"M","Tracys Landing","MD","20779","No","Missing",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","UTK - Sigma Chi","Y",1993,"WE5 - $100,000 < $250,000",3.13033376849501
"33733",143,"M","Knoxville","TN","37939","No","Missing",1981,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","Y",1985,"WEC - $1 < $2,500",2.20411998265592
"22907",145,"F","North Kingstown","RI","02852","Yes","Present",2013,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2013,"WEZ - Unable to Rate",2.69897000433602
"40308",147,"M","Bristol","TN","37620","Yes","Present",1965,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","N",1987,"WE7 - $25,000 < $50,000",4.54538134849436
"2530",148,"M","Paris","TN","38242","Yes","Present",1981,"UTK","Bachelor of Science","Bus Adm - UTK","Insurance",NA," "," "," "," ","No","Yes","No","Missing","","N",1987,"WE5 - $100,000 < $250,000",4.73499973499256
"27599",150,"M","Sauk City","WI","53583","Yes","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","UTK - Pi Kappa Alpha","Y",2008,"WE7 - $25,000 < $50,000",3
"29407",151,"M","Pleasant View","TN","37146","Yes","Missing",1974,"UTK","Bachelor of Science","Bus Adm - UTK","Economics",NA," "," "," "," ","No","","No","Missing","UTK - Phi Sigma Kappa","Y",1978,"WE6 - $50,000 < $100,000",2.04139268515822
"23483",152,"M","Franklin","TN","37064","Yes","Present",2013,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics",NA," "," "," "," ","No","","No","Missing","","Y",2015,"WEZ - Unable to Rate",2.33243845991561
"16808",153,"M","Knoxville","TN","37931","No","Present",2011,"UTK","Bachelor of Science in Civil Engineering","Engr - UTK","Civil Engineering",2013,"UTK","Master of Science","Engr - UTK","Civil Engineering","No","","No","Missing","","Y",2013,"WE5 - $100,000 < $250,000",2.17609125905568
"2443",154,"M","Pulaski","TN","38478","Yes","Present",1979,"UTK","Bachelor of Science","Bus Adm - UTK","Public Administration",NA," "," "," "," ","No","Yes","No","Missing","","N",1984,"WE4 - $250,000 < $500,000",4.3809344633307
"2586",155,"F","Johnson City","TN","37615","Yes","Missing",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Business Education",NA," "," "," "," ","No","Yes","No","Missing","","N",1987,"WE3 - $500,000 < $1 million",2.61804809671209
"37700",156,"M","Nashville","TN","37220","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Present","","Y",1983,"WE6 - $50,000 < $100,000",4.34390071224961
"18680",157,"M","Champaign","IL","61821","Yes","Present",1980,"UTK","Doctor of Business Administration","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1984,"WE8 - $15,000 < $25,000",3.37748838337613
"9040",158,"F","Marietta","GA","30068","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1996,"WE5 - $100,000 < $250,000",3.3021143769562
"39635",159,"M","Raleigh","NC","27609","Yes","Present",1985,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","Y",1990,"WE6 - $50,000 < $100,000",4.33385014510255
"36859",160,"F","Columbia","SC","29212","Yes","Present",1999,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","","N",2001,"WEZ - Unable to Rate",3.14612803567824
"41944",161,"M","Nashville","TN","37215","No","Present",1974,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","UTK - Phi Sigma Kappa","Y",1977,"WE7 - $25,000 < $50,000",4.15274686402646
"34198",162,"M","Knoxville","TN","37922","No","Missing",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Missing","","N",2001,"WEZ - Unable to Rate",1.93951925261862
"40630",163,"M","Nashville","TN","37212","Yes","Present",1973,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","N",1999,"WE5 - $100,000 < $250,000",1.39794000867204
"37358",164,"M","Pelham","AL","35124","Yes","Present",1978,"UTK","Bachelor of Science","Bus Adm - UTK","Personnel Management",NA," "," "," "," ","No","Yes","No","Present","","N",1989,"WE6 - $50,000 < $100,000",4.08689347130946
