"","ID","GENDER_CODE","CITY","STATE_CODE","ZIPCODE","HAVE_PHONE","EMAIL_ADDRESS","DEGREE1_GRAD_DATE","DEGREE1_CAMPUS","DEGREE1_DEGREE","DEGREE1_SCHOOL","DEGREE1_MAJOR","DEGREE2_GRAD_DATE","DEGREE2_CAMPUS","DEGREE2_DEGREE","DEGREE2_SCHOOL","DEGREE2_MAJOR","NON.UT_DEGREES","SpouseGradUT","SPOUSE_NON_UT_DEGREES","RELATIONS_UT","FRATERNITY.SORORITY","STUDENT.LIFE","X1ST_GIFT_UT","WE","LOGAMOUNT"
"27604",12665,"F","Hattiesburg","MS","39402","Yes","Missing",1978,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1988,"WEZ - Unable to Rate",1
"246",12666,"M","Williamsburg","VA","23185","Yes","Present",1974,"UTK","Doctor of Philosophy","Bus Adm - UTK","Management Science",NA," "," "," "," ","No","Yes","No","Missing","","Y",1984,"WE6 - $50,000 < $100,000",2.04139268515822
"23116",12667,"M","Kennesaw","GA","30144","No","Present",1993,"UTK","Bachelor of Arts","Liberal Arts - UTK","Political Science",1995,"UTK","Bachelor of Arts","Bus Adm - UTK","Economics","No","","No","Missing","","N",2007,"WE7 - $25,000 < $50,000",2.17609125905568
"20551",12668,"M","Rustburg","VA","24588","Yes","Present",1978,"UTK","Bachelor of Science","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","UTK - Kappa Sigma","Y",1995,"WE6 - $50,000 < $100,000",3.21879799811174
"3167",12669,"M","Maryville","TN","37803","Yes","Missing",1957,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","Y",2002,"WE7 - $25,000 < $50,000",1.39794000867204
"36944",12671,"M","Knoxville","TN","37919","Yes","Present",1971,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",1974,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","Yes","No","Present","UTK -  Alpha Tau Omega","Y",1981,"WE4 - $250,000 < $500,000",4.73812370673111
"37411",12672,"M","Germantown","TN","38139","Yes","Present",1990,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","","N",1999,"WE4 - $250,000 < $500,000",1.69897000433602
"37502",12673,"M","Franklin","TN","37064","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Economics",NA," "," "," "," ","No","Yes","No","Present","","N",1983,"WE6 - $50,000 < $100,000",4.80929030117632
"20372",12674,"M","Knoxville","TN","37934","Yes","Present",1974,"UTK","Bachelor of Science","Bus Adm - UTK","Public Administration",NA," "," "," "," ","No","","No","Missing","","N",1987,"WE7 - $25,000 < $50,000",3.37930551775058
"42745",12675,"M","Clayton","NC","27527","Yes","Present",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","UTK - Kappa Sigma","Y",1988,"WEZ - Unable to Rate",2.65321251377534
"20722",12676,"M","Melbourne","FL","32940","Yes","Present",1957,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",1977,"WEZ - Unable to Rate",3.21682542326605
"42501",12677,"M","Franklin","TN","37067","Yes","Present",1976,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Present","","N",2010,"WE5 - $100,000 < $250,000",3
"21160",12678,"M","Nashville","TN","37205","Yes","Present",2015,"UTK","Bachelor of Science","Bus Adm - UTK","Supply Chain Management",NA," "," "," "," ","No","","No","Missing","","Y",2015,"WEZ - Unable to Rate",1.30427505047713
"8369",12679,"M","Knoxville","TN","37918","Yes","Present",1973,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Missing","","N",1995,"WE8 - $15,000 < $25,000",2.49136169383427
"34328",12680,"M","Greenville","SC","29616","No","Missing",1976,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",1992,"WE6 - $50,000 < $100,000",2.17609125905568
"29220",12681,"F","Chattanooga","TN","37405","Yes","Missing",2005,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",2014,"WE6 - $50,000 < $100,000",1.39794000867204
"2354",12683,"M","Murfreesboro","TN","37129","Yes","Present",1957,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","N",1978,"WE6 - $50,000 < $100,000",2.55022835305509
"31641",12684,"M","Lenoir City","TN","37771","Yes","Missing",1975,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",1982,"WE6 - $50,000 < $100,000",2.51851393987789
"34849",12689,"F","Knoxville","TN","37909","Yes","Missing",1996,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","UTK - Delta Gamma","Y",2007,"WEA - $5,000 < $10,000",1.69897000433602
"32746",12690,"F","Whitakers","NC","27891","No","Missing",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",1993,"WE8 - $15,000 < $25,000",2.23044892137827
"1170",12691,"F","Dayton","TN","37321","Yes","Present",1985,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","Y",1986,"WE6 - $50,000 < $100,000",3.24919835739111
"43983",12692,"F","Avon Lake","OH","44012","No","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","","N",1998,"WE7 - $25,000 < $50,000",4.16136800223498
"38875",12696,"M","Newport","TN","37822","Yes","Present",1956,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Present","","N",1978,"WE4 - $250,000 < $500,000",4.29824157849649
"38472",12697,"F","Signal Mountain","TN","37377","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1989,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","Yes","No","Present","","Y",1992,"WE6 - $50,000 < $100,000",1.69897000433602
"1648",12699,"M","New Market","TN","37820","Yes","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","Yes","No","Missing","","N",1995,"WE6 - $50,000 < $100,000",1
"40334",12701,"F","Charleston","TN","37310","Yes","Present",1977,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","","N",1980,"WE4 - $250,000 < $500,000",2.9216864754836
"1410",12702,"F","Cary","NC","27513","No","Missing",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Banking",NA," "," "," "," ","No","Yes","No","Missing","","N",1982,"WE5 - $100,000 < $250,000",2.77378644498119
"37463",12703,"F","Durham","NC","27712","Yes","Present",1972,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Present","","Y",1978,"WE7 - $25,000 < $50,000",2.69897000433602
"16359",12704,"M","Atlanta","GA","30328","Yes","Present",1981,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",1988,"WE8 - $15,000 < $25,000",3.19033169817029
"39727",12706,"M","Kodak","TN","37764","Yes","Present",1966,"UTK","Bachelor of Science","Engr - UTK","Industrial Engineering",1971,"UTK","Master of Business Administration","Bus Adm - UTK","Industrial Management","No","Yes","No","Present","","Y",1979,"WE5 - $100,000 < $250,000",3.07554696139253
"35793",12707,"M","Clarksville","TN","37043","No","Present",2011,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Present","","N",2011,"WE7 - $25,000 < $50,000",2
"11283",12709,"M","Fort Lauderdale","FL","33315","Yes","Present",1973,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","UTK -  Alpha Tau Omega","Y",1989,"WE6 - $50,000 < $100,000",2.98227123303957
"10914",12710,"M","Woodstock","GA","30188","No","Present",2008,"UTK","Bachelor of Science","Bus Adm - UTK","Enterprise Management",NA," "," "," "," ","No","","No","Missing","","N",2009,"WEZ - Unable to Rate",1.30102999566398
"18877",12712,"F"," "," ","Unknown","Yes","Present",2003,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2003,"WEZ - Unable to Rate",1.90308998699194
"16820",12713,"M","Concord","NC","28027","Yes","Present",1989,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Missing","","N",1999,"WE6 - $50,000 < $100,000",1.60205999132796
"39300",12714,"M","Germantown","TN","38138","Yes","Present",1972,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Present","UTK - Sigma Nu","Y",1978,"WE6 - $50,000 < $100,000",4.07265421733303
"42207",12715,"F","Oak Ridge","TN","37830","Yes","Present",1984,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Present","","N",1985,"WE5 - $100,000 < $250,000",1.77815125038364
"868",12716,"M","Cedar Hill","TX","75104","Yes","Missing",1978,"UTK","Doctor of Philosophy","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","Yes","No","Missing","","N",1990,"WE6 - $50,000 < $100,000",3.04139268515822
"31989",12717,"F","Knoxville","TN","37922","No","Missing",2001,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",2002,"WE7 - $25,000 < $50,000",1.69897000433602
"42726",12718,"M","Dallas","TX","75219","No","Missing",1967,"UTK","Bachelor of Science","Bus Adm - UTK","Retailing",NA," "," "," "," ","No","","No","Present","UTK - Lambda Chi Alpha","Y",1989,"WEA - $5,000 < $10,000",2.54406804435028
"35326",12719,"F","Knoxville","TN","37934","No","Present",1992,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1994,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","","No","Present","","Y",1994,"WE7 - $25,000 < $50,000",3.07003786660776
"39830",12720,"M","Knoxville","TN","37923","Yes","Present",1967,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","Yes","Present","UTK - Kappa Alpha ","Y",2007,"WE6 - $50,000 < $100,000",3.20817252666712
"8264",12721,"F","Memphis","TN","38103","Yes","Present",2011,"UTK","Bachelor of Science","Bus Adm - UTK","Human Resource Management",NA," "," "," "," ","No","","No","Missing","","N",2011,"WE7 - $25,000 < $50,000",1.8750612633917
"4453",12722,"M","Knoxville","TN","37917","Yes","Present",2007,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2008,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","Yes","No","Missing","","N",2008,"WEC - $1 < $2,500",3.48429983934679
"2758",12724,"F","Knoxville","TN","37931","Yes","Missing",1973,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","Y",1988,"WE7 - $25,000 < $50,000",3.4920616045126
"35975",12725,"M","","","Unknown","No","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","","No","Present","","N",1983,"WE6 - $50,000 < $100,000",2.04139268515822
"20475",12726,"M","Morristown","TN","37814","No","Present",2008,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2012,"WEZ - Unable to Rate",2.69897000433602
"7781",12727,"F","Nashville","TN","37211","No","Present",2015,"UTK","Bachelor of Science","Bus Adm - UTK","Supply Chain Management",NA," "," "," "," ","No","","No","Missing","","N",2015,"WEZ - Unable to Rate",0
"9680",12728,"M","Morristown","TN","37813","Yes","Present",1994,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",2004,"WE6 - $50,000 < $100,000",4.01072386539177
"29851",12729,"F","Dyersburg","TN","38024","Yes","Missing",2005,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",2007,"WEZ - Unable to Rate",1.17609125905568
"42365",12730,"M","Forest Park","IL","60130","Yes","Present",1979,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","","N",1982,"WE8 - $15,000 < $25,000",1.17609125905568
"1246",12733,"F","Soddy Daisy","TN","37379","Yes","Present",1974,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","","Y",1977,"WEZ - Unable to Rate",4.44886084560744
"2151",12734,"M","Huntland","TN","37345","Yes","Missing",1957,"UTK"," ","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Missing","","N",1978,"WE5 - $100,000 < $250,000",2.40654018043396
"19296",12735,"M","Wartburg","TN","37887","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","","N",1993,"WE8 - $15,000 < $25,000",2
"40619",12736,"M","Kingsport","TN","37664","No","Present",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Present","","N",2012,"WE5 - $100,000 < $250,000",1.69897000433602
"40697",12738,"M","Maryville","TN","37804","Yes","Present",1972,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","Y",1984,"WE6 - $50,000 < $100,000",2.30102999566398
"39747",12739,"M","Knoxville","TN","37922","Yes","Present",1993,"UTK","Bachelor of Science","Bus Adm - UTK","Management",NA," "," "," "," ","No","","No","Present","","N",2007,"WE5 - $100,000 < $250,000",2
"28964",12740,"M","Knoxville","TN","37932","Yes","Missing",1974,"UTK","Bachelor of Science","Engr - UTK","Civil Engineering",1983,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Missing","UTK - Pi Kappa Alpha","Y",2015,"WE4 - $250,000 < $500,000",2
"15375",12741,"M","Ramsey","NJ","07446","No","Present",2010,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2010,"WE6 - $50,000 < $100,000",2.30102999566398
"15447",12742,"F","Germantown","TN","38138","Yes","Present",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",1988,"WE6 - $50,000 < $100,000",1.69897000433602
"9204",12744,"M","Cookeville","TN","38503","Yes","Present",1968,"UTK","Bachelor of Science","Bus Adm - UTK","Personnel Management",1973,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","","No","Missing","UTK - Pi Kappa Alpha","Y",1978,"WE6 - $50,000 < $100,000",4.15381516911248
"22359",12747,"F","Crystal Lake","IL","60012","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1991,"WE7 - $25,000 < $50,000",1.39794000867204
"42657",12748,"M","Knoxville","TN","37902","Yes","Present",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Present","","N",2006,"WE5 - $100,000 < $250,000",3.70757017609794
"3555",12749,"M","Knoxville","TN","37922","Yes","Present",1972,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","UTK - Phi Gamma Delta","Y",1983,"WE3 - $500,000 < $1 million",4.15533603746506
"42198",12752,"F","Chesapeake","VA","23321","Yes","Present",1980,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","","Y",1985,"WE5 - $100,000 < $250,000",3.29003461136252
"38036",12754,"F","Templeton","CA","93465","No","Present",2003,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Present","","N",2015,"WEZ - Unable to Rate",1.69897000433602
"1264",12755,"F","Franklin","TN","37069","Yes","Present",1976,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Missing","UTK - Kappa Kappa Gamma","Y",1977,"WE4 - $250,000 < $500,000",3.50174372962799
"27307",12756,"M","Knoxville","TN","37921","Yes","Missing",1975,"UTK","Bachelor of Science","Bus Adm - UTK","Public Administration",1986,"UTK","Bachelor of Science","Human Ecol - UTK","Nutrition and Food Science","No","","No","Missing","UTK - Sigma Chi","Y",1993,"WE7 - $25,000 < $50,000",1.92941892571429
"38415",12757,"M","Knoxville","TN","37919","Yes","Missing",1969,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Present","","N",1981,"WE7 - $25,000 < $50,000",2.86923171973098
"2916",12758,"F","Mount Juliet","TN","37122","Yes","Missing",1990,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","Yes","No","Missing","","Y",1991,"WE6 - $50,000 < $100,000",3.84198480459011
"9869",12759,"M","Denver","CO","80230","Yes","Present",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","Y",1991,"WE4 - $250,000 < $500,000",1
"14223",12760,"M","Vienna","VA","22182","Yes","Present",1976,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",1994,"WE4 - $250,000 < $500,000",3.53718922624364
"22207",12761,"M","Atlanta","GA","30308","Yes","Present",2003,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",2007,"WE6 - $50,000 < $100,000",2.65321251377534
"38224",12762,"M","Davidson","NC","28036","Yes","Present",1984,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Present","","Y",1990,"WE4 - $250,000 < $500,000",4.22271647114758
"21243",12763,"F","Memphis","TN","38109","Yes","Present",2010,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",2010,"WEZ - Unable to Rate",1.30319605742049
"1510",12764,"M","Knoxville","TN","37923","Yes","Present",1980,"UTK","Bachelor of Science","Engr - UTK","Chemical Engineering",1982,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","Yes","No","Missing","","N",1986,"WEA - $5,000 < $10,000",2.95424250943932
"37075",12766,"M","Chattanooga","TN","37411","No","Present",1976,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Present","","Y",1981,"WEZ - Unable to Rate",2.42324587393681
"4296",12767,"M","Humble","TX","77346","Yes","Present",2005,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",2011,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","Yes","No","Missing","","N",2009,"WEZ - Unable to Rate",1.17609125905568
"4805",12769,"M","Johnson City","TN","37604","Yes","Present",2007,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","Yes","No","Missing","","N",2008,"WE3 - $500,000 < $1 million",3.87098881376058
"31568",12770,"M","Maryville","TN","37803","Yes","Missing",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Real Estate & Urban Development",NA," "," "," "," ","No","","No","Missing","","N",1988,"WE6 - $50,000 < $100,000",2.35218251811136
"13396",12771,"M","Longboat Key","FL","34228","Yes","Present",1972,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1974,"UTK","Master of Business Administration","Bus Adm - UTK","Accounting","No","","No","Missing","","Y",1978,"WE4 - $250,000 < $500,000",1
"12377",12772,"M","Nashville","TN","37219","Yes","Present",2004,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",2009,"WEB - $2,500 < $5,000",2.90308998699194
"38831",12773,"M","Knoxville","TN","37934","Yes","Missing",1969,"UTK","Master of Arts","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Present","","N",1980,"WE7 - $25,000 < $50,000",3.47712125471966
"24242",12777,"M","Kingsport","TN","37662","Yes","Missing",1965,"UTK","Bachelor of Science","Bus Adm - UTK","Industrial Management",NA," "," "," "," ","No","","No","Missing","UTK - Lambda Chi Alpha","Y",1982,"WEZ - Unable to Rate",0.954242509439325
"25303",12778,"M","Winter Springs","FL","32708","Yes","Missing",1972,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Missing","","N",1981,"WE6 - $50,000 < $100,000",2.95424250943932
"37724",12779,"M","Maryville","TN","37803","Yes","Missing",1972,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","","No","Present","","N",1977,"WE6 - $50,000 < $100,000",3.55630250076729
"42792",12780,"F","Aiken","SC","29803","Yes","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Public Administration",NA," "," "," "," ","No","","No","Present","","N",2005,"WE5 - $100,000 < $250,000",1
"929",12781,"M","Alpharetta","GA","30022","Yes","Present",1972,"UTK","Bachelor of Science","Bus Adm - UTK","Public Administration",1975,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","Yes","No","Missing","","N",1979,"WE6 - $50,000 < $100,000",2.69460519893357
"21854",12782,"F","Crofton","MD","21114","Yes","Present",1983,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","Y",1984,"WE6 - $50,000 < $100,000",4.43104194533589
"12479",12784,"F","Nashville","TN","37219","Yes","Present",2001,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","","No","Missing","","N",2011,"WE5 - $100,000 < $250,000",2.60205999132796
"2504",12785,"F","Crossville","TN","38572","Yes","Missing",1968,"UTK","Bachelor of Science","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","Yes","No","Missing","","N",1986,"WE7 - $25,000 < $50,000",1.69897000433602
"15182",12787,"F","Williamsburg","VA","23185","No","Present",2009,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration",NA," "," "," "," ","No","","No","Missing","","N",2009,"WE7 - $25,000 < $50,000",2.43136376415899
"3963",12788,"F","Brentwood","TN","37027","Yes","Present",1996,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1997,"UTK","Master of Accountancy","Bus Adm - UTK","Accounting","No","Yes","No","Missing","","Y",1996,"WEZ - Unable to Rate",3.30319605742049
"38536",12789,"M","Katy","TX","77494","Yes","Missing",1998,"UTK","Bachelor of Science","Engr - UTK","Engineering Science",2000,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","Yes","No","Present","","N",2015,"WE6 - $50,000 < $100,000",2
"9496",12791,"F","Knoxville","TN","37912","Yes","Present",1994,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",1998,"UTK","Master of Science","Human Ecol - UTK","Public Health","No","","No","Missing","","N",2010,"WE8 - $15,000 < $25,000",4.25527250510331
"14369",12792,"M","Memphis","TN","38103","No","Present",1973,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",2005,"WE4 - $250,000 < $500,000",1
"41999",12793,"F","Cleveland","TN","37312","Yes","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",1993,"UTC","Master of Business Administration","Business - UTC","Business Administration","No","Yes","No","Present","UTK - Kappa Delta","Y",1989,"WE3 - $500,000 < $1 million",5.47025869661341
"19965",12795,"F","Seymour","TN","37865","Yes","Present",1995,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",2010,"WE7 - $25,000 < $50,000",2.60205999132796
"2465",12796,"M","Louisville","KY","40299","No","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Missing","","N",1990,"WE9 - $10,000 < $15,000",1.54406804435028
"36801",12797,"F","White House","TN","37188","Yes","Present",1990,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",NA," "," "," "," ","No","Yes","No","Present","","Y",1998,"WE4 - $250,000 < $500,000",4.18892848376085
"34451",12798,"M","Brentwood","TN","37027","No","Missing",1995,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Missing","","N",1999,"WE5 - $100,000 < $250,000",1
"12971",12799,"F","Atlanta","GA","30319","Yes","Present",1979,"UTK","Bachelor of Science","Bus Adm - UTK","Economics",1985,"UTK","Master of Business Administration","Bus Adm - UTK","Business Administration","No","","No","Missing","","Y",1987,"WE4 - $250,000 < $500,000",2.90848501887865
"36836",12800,"M","Knoxville","TN","37919","Yes","Missing",1958,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",1963,"UTK","Doctor of Jurisprudence","Law - UTK","Law","No","Yes","No","Present","UTK - Pi Kappa Alpha","Y",1978,"WE6 - $50,000 < $100,000",3.96165834863772
"15434",12801,"F","Knoxville","TN","37932","Yes","Present",2001,"UTK","Bachelor of Science","Bus Adm - UTK","Public Administration",NA," "," "," "," ","No","","No","Missing","","Y",2013,"WE7 - $25,000 < $50,000",2.17609125905568
"10169",12802,"M","Knoxville","TN","37919","Yes","Present",1980,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","","No","Missing","","N",1981,"WE2 - $1 million < $5 million",5.17863527339069
"42752",12803,"M","Murfreesboro","TN","37129","No","Present",1976,"UTK"," ","Bus Adm - UTK","Unknown",NA," "," "," "," ","No","","No","Present","","N",1980,"WE7 - $25,000 < $50,000",2.17609125905568
"2992",12804,"M","Kingsport","TN","37664","Yes","Present",1988,"UTK","Bachelor of Science","Bus Adm - UTK","Finance",NA," "," "," "," ","No","Yes","No","Missing","","N",2015,"WEA - $5,000 < $10,000",3
"15437",12805,"M","Asheville","NC","28803","Yes","Present",1974,"UTK","Bachelor of Science","Bus Adm - UTK","Real Estate & Urban Development",NA," "," "," "," ","No","","No","Missing","","N",2012,"WE6 - $50,000 < $100,000",1.69897000433602
"25985",12807,"M","Clarksville","TN","37043","Yes","Missing",1986,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",1999,"WE4 - $250,000 < $500,000",1.30102999566398
"42961",12809,"F","Nashville","TN","37220","Yes","Present",1971,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",1973,"UTK","Master of Business Administration","Bus Adm - UTK","Accounting","No","Yes","No","Present","","Y",1987,"WE3 - $500,000 < $1 million",3.83090929954644
"40414",12811,"F","Oak Ridge","TN","37830","Yes","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","General Business",NA," "," "," "," ","No","Yes","No","Present","","N",1983,"WE8 - $15,000 < $25,000",3.2148438480477
"21985",12812,"F","Toms River","NJ","08753","Yes","Present",1982,"UTK","Bachelor of Science","Bus Adm - UTK","Marketing",NA," "," "," "," ","No","","No","Missing","","N",1987,"WE9 - $10,000 < $15,000",1.30102999566398
"20538",12813,"F","Kodak","TN","37764","Yes","Present",2009,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting",2010,"UTK","Bachelor of Science","Bus Adm - UTK","Accounting","No","","No","Missing","","N",2014,"WEA - $5,000 < $10,000",1
"31437",12814,"F","Hamilton","OH","45011","Yes","Missing",2000,"UTK","Bachelor of Science","Bus Adm - UTK","Logistics & Transportation",NA," "," "," "," ","No","","No","Missing","","N",2003,"WEZ - Unable to Rate",3
"112",12816,"M","Gilbert","SC","29054","Yes","Present",1969,"UTK","Bachelor of Science","Bus Adm - UTK","Transportation/Logistics",NA," "," "," "," ","No","Yes","No","Missing","","Y",1984,"WE5 - $100,000 < $250,000",4.2610248339924
